id,name,category,review_count,address,rating,rating_count,phone_number,url,appointment,delivery,package,wifi,pet,parking,nursery,smokingroom,fordisabled,operation_time,latitude,longitude
157,완미족발 수원성대점,"족발,보쌈",45,경기 수원시 장안구 서부로 2107 룡호빌딩 1층,4.5,4.0,031-295-9269,https://place.map.kakao.com/1665003130,N,N,N,N,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""15:00"", ""종료시간"": ""24:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""15:00"", ""종료시간"": ""24:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""15:00"", ""종료시간"": ""24:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""15:00"", ""종료시간"": ""24:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""15:00"", ""종료시간"": ""24:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""15:00"", ""종료시간"": ""24:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""15:00"", ""종료시간"": ""24:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",37.2968552818575,126.970126129663
158,성대왕돈까스,"돈까스,우동",10,경기 수원시 장안구 서부로2106번길 21 1층,4.1,20.0,031-298-5415,https://place.map.kakao.com/15508915,N,Y,N,Y,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""11:00"", ""종료시간"": ""19:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""11:00"", ""종료시간"": ""19:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""11:00"", ""종료시간"": ""19:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""11:00"", ""종료시간"": ""19:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""11:00"", ""종료시간"": ""19:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": null, ""종료시간"": null, ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""11:00"", ""종료시간"": ""19:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",37.2972648364225,126.971353862296
159,배스킨라빈스 수원성대점,아이스크림,12,경기 수원시 장안구 서부로 2119 1층,4.3,8.0,031-278-5050,https://place.map.kakao.com/10397894,Y,Y,N,Y,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""10:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""10:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""10:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""10:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""10:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""10:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""10:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",37.2978622630281,126.970776508304
160,쉬즈베이글 수원성대점,카페,1,경기 수원시 장안구 서부로2106번길 22,0.0,0.0,0507-1864-1900,https://place.map.kakao.com/1496835462,N,N,N,N,N,N,N,N,N,"{""월요일"": {""시작시간"": ""09:30"", ""종료시간"": ""20:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""09:30"", ""종료시간"": ""20:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""09:30"", ""종료시간"": ""20:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""09:30"", ""종료시간"": ""20:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""09:30"", ""종료시간"": ""20:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""09:30"", ""종료시간"": ""16:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""09:30"", ""종료시간"": ""16:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",37.2971334286654,126.971575986186
161,도미노피자 율천점,피자,13,경기 수원시 장안구 하률로 3 1층,2.0,25.0,031-269-3008,https://place.map.kakao.com/22550444,N,Y,N,N,N,Y,N,N,N,"{""월요일"": {""시작시간"": ""11:30"", ""종료시간"": ""21:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""11:30"", ""종료시간"": ""21:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""11:30"", ""종료시간"": ""21:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""11:30"", ""종료시간"": ""21:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""11:30"", ""종료시간"": ""21:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""11:30"", ""종료시간"": ""21:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""11:30"", ""종료시간"": ""21:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",37.3032067154652,126.973651032652
162,왕빈자삼파전 성대점,"호프,요리주점",6,경기 수원시 장안구 서부로2126번길 18 1층,2.8,9.0,031-292-5673,https://place.map.kakao.com/15189345,Y,Y,N,Y,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""17:00"", ""종료시간"": ""02:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""17:00"", ""종료시간"": ""02:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""17:00"", ""종료시간"": ""02:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""17:00"", ""종료시간"": ""02:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""17:00"", ""종료시간"": ""02:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""17:00"", ""종료시간"": ""02:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": null, ""종료시간"": null, ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",37.2979105194075,126.972492759671
163,르디망슈,디저트카페,47,"경기 수원시 장안구 율전로107번길 5 해생빌딩 1층 103,104호",4.5,23.0,031-548-0565,https://place.map.kakao.com/1399349565,Y,Y,N,Y,Y,Y,Y,Y,Y,"{""월요일"": {""시작시간"": ""10:30"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""10:30"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""10:30"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""10:30"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""10:30"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",37.2988712650813,126.968742554018
164,정직유부 수원성대점,"초밥,롤",8,경기 수원시 장안구 서부로2126번길 10 1층 6호,4.0,4.0,031-227-5337,https://place.map.kakao.com/2047627551,Y,Y,N,Y,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""10:30"", ""종료시간"": ""20:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""10:30"", ""종료시간"": ""20:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""10:30"", ""종료시간"": ""20:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""10:30"", ""종료시간"": ""20:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""10:30"", ""종료시간"": ""20:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""11:00"", ""종료시간"": ""20:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""11:00"", ""종료시간"": ""20:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",37.2979293235252,126.97199107897
165,샐러디치오도씨 수원성대점,샐러드,10,경기 수원시 장안구 서부로2106번길 21 1층,4.6,8.0,010-4882-1400,https://place.map.kakao.com/1230987635,Y,Y,N,Y,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""10:00"", ""종료시간"": ""20:30"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""16:00"", ""라스트오더"": null}, ""화요일"": {""시작시간"": ""10:00"", ""종료시간"": ""20:30"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""16:00"", ""라스트오더"": null}, ""수요일"": {""시작시간"": ""10:00"", ""종료시간"": ""20:30"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""16:00"", ""라스트오더"": null}, ""목요일"": {""시작시간"": ""10:00"", ""종료시간"": ""20:30"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""16:00"", ""라스트오더"": null}, ""금요일"": {""시작시간"": ""10:00"", ""종료시간"": ""20:30"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""16:00"", ""라스트오더"": null}, ""토요일"": {""시작시간"": null, ""종료시간"": null, ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": null, ""종료시간"": null, ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",37.2972648364225,126.971353862296
166,만다,한식,28,경기 수원시 장안구 서부로2105번길 16-6 1층,4.5,42.0,,https://place.map.kakao.com/27258679,N,Y,N,N,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""11:00"", ""종료시간"": ""20:40"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""화요일"": {""시작시간"": ""11:00"", ""종료시간"": ""20:40"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""수요일"": {""시작시간"": ""11:00"", ""종료시간"": ""20:40"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""목요일"": {""시작시간"": ""11:00"", ""종료시간"": ""20:40"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""금요일"": {""시작시간"": ""11:00"", ""종료시간"": ""20:40"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""토요일"": {""시작시간"": ""11:00"", ""종료시간"": ""15:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": null, ""종료시간"": null, ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",37.2970830310342,126.969642304199
167,본죽&비빔밥cafe 수원천천점,퓨전한식,2,경기 수원시 장안구 만석로5번길 12-10 중앙프라자 1층 102호,,,031-253-8884,https://place.map.kakao.com/7900484,Y,Y,N,Y,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""09:30"", ""종료시간"": ""21:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""09:30"", ""종료시간"": ""21:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""09:30"", ""종료시간"": ""21:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""09:30"", ""종료시간"": ""21:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""09:30"", ""종료시간"": ""21:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""09:30"", ""종료시간"": ""21:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": null, ""종료시간"": null, ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",37.2954948441968,126.983084729416
168,피자헐,음식점,0,경기 수원시 장안구 율전로 105,5.0,6.0,031-227-8482,https://place.map.kakao.com/1204144787,N,N,N,N,N,N,N,N,N,"{""월요일"": {""시작시간"": ""11:20"", ""종료시간"": ""22:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""11:20"", ""종료시간"": ""22:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""11:20"", ""종료시간"": ""22:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""11:20"", ""종료시간"": ""22:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""11:20"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""10:30"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""10:40"", ""종료시간"": ""22:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",37.2985829446362,126.968785532526
169,빨간석쇠구이 성대점,닭요리,4,경기 수원시 장안구 서부로2105번길 26-3 1층,5.0,5.0,031-296-9992,https://place.map.kakao.com/774922733,Y,Y,N,Y,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""17:00"", ""종료시간"": ""02:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""17:00"", ""종료시간"": ""02:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""17:00"", ""종료시간"": ""02:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""17:00"", ""종료시간"": ""02:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""17:00"", ""종료시간"": ""02:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""17:00"", ""종료시간"": ""02:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""17:00"", ""종료시간"": ""02:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",37.2970224140794,126.968692340226
170,경기수산직판장 성균관대점,회,46,경기 수원시 장안구 율전로97번길 4 1층,4.6,34.0,031-296-2454,https://place.map.kakao.com/19299045,Y,N,N,N,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": null, ""종료시간"": null, ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": null, ""종료시간"": null, ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": null, ""종료시간"": null, ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": null, ""종료시간"": null, ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": null, ""종료시간"": null, ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": null, ""종료시간"": null, ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": null, ""종료시간"": null, ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",37.2981259086459,126.968671694055
171,이까야,일본식주점,6,경기 수원시 장안구 서부로2105번길 12,3.8,6.0,,https://place.map.kakao.com/747079313,N,N,N,Y,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""18:00"", ""종료시간"": ""03:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""18:00"", ""종료시간"": ""03:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""18:00"", ""종료시간"": ""03:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""18:00"", ""종료시간"": ""03:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""18:00"", ""종료시간"": ""03:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""18:00"", ""종료시간"": ""03:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": null, ""종료시간"": null, ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",37.2968686021973,126.96971254252
173,땅스부대찌개 수원성대점,"찌개,전골",8,경기 수원시 장안구 율전로 107 수일빌딩 105호,5.0,5.0,031-293-8599,https://place.map.kakao.com/249943622,N,Y,N,N,N,Y,N,N,N,"{""월요일"": {""시작시간"": ""08:30"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""08:30"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""08:30"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""08:30"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""08:30"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""08:30"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""08:30"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",37.2988183544449,126.969009995585
174,BBQ 수원성대역점,치킨,1,경기 수원시 장안구 서부로2126번길 27 1층,2.5,23.0,031-295-9289,https://place.map.kakao.com/1258111819,N,Y,N,N,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""12:00"", ""종료시간"": ""23:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""12:00"", ""종료시간"": ""23:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""12:00"", ""종료시간"": ""23:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""12:00"", ""종료시간"": ""23:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""12:00"", ""종료시간"": ""23:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""12:00"", ""종료시간"": ""23:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""12:00"", ""종료시간"": ""23:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",37.2980212102292,126.973073682755
175,우리동네스시신조,"초밥,롤",164,경기 수원시 장안구 만석로19번길 25-5 센타프라자 2층 201호,3.9,98.0,031-252-5577,https://place.map.kakao.com/1114147333,Y,Y,N,Y,Y,Y,Y,Y,Y,"{""월요일"": {""시작시간"": ""11:30"", ""종료시간"": ""22:00"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""화요일"": {""시작시간"": ""11:30"", ""종료시간"": ""22:00"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""수요일"": {""시작시간"": ""11:30"", ""종료시간"": ""22:00"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""목요일"": {""시작시간"": ""11:30"", ""종료시간"": ""22:00"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""금요일"": {""시작시간"": ""11:30"", ""종료시간"": ""22:00"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""토요일"": {""시작시간"": ""11:30"", ""종료시간"": ""22:00"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""일요일"": {""시작시간"": ""11:30"", ""종료시간"": ""22:00"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}}",37.2961975625536,126.983080286283
177,한아스콘,"제과,베이커리",6,경기 수원시 장안구 율전로101번길 13 1층,4.4,9.0,,https://place.map.kakao.com/1078707938,Y,N,N,N,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""11:00"", ""종료시간"": ""19:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""11:00"", ""종료시간"": ""19:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""11:00"", ""종료시간"": ""19:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""11:00"", ""종료시간"": ""19:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""11:00"", ""종료시간"": ""19:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""11:00"", ""종료시간"": ""19:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": null, ""종료시간"": null, ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",37.2984774722342,126.968254686735
178,신전떡볶이 수원성대점,떡볶이,5,경기 수원시 장안구 서부로 2107 룡호빌딩 1층,3.9,8.0,031-305-1080,https://place.map.kakao.com/24583309,N,Y,N,Y,Y,N,Y,Y,N,"{""월요일"": {""시작시간"": ""11:00"", ""종료시간"": ""21:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""11:00"", ""종료시간"": ""21:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""11:00"", ""종료시간"": ""21:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""11:00"", ""종료시간"": ""21:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": null, ""종료시간"": null, ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""11:00"", ""종료시간"": ""21:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""11:00"", ""종료시간"": ""21:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",37.2968552818575,126.970126129663
179,하삼동커피 수원성균관대점,커피전문점,3,경기 수원시 장안구 서부로2126번길 17 A동 상가 1층 3호,3.6,8.0,031-297-0708,https://place.map.kakao.com/1926333965,Y,N,N,Y,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""08:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""08:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""08:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""08:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""08:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""08:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""08:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",37.2980374691195,126.972855322199
