id,name,category,review_count,address,rating,rating_count,phone_number,url,appointment,delivery,package,wifi,pet,parking,nursery,smokingroom,fordisabled,operation_time,operate_time
129,낫얼론(Not alone),카페,23,경기 수원시 장안구 화산로213번길 9-3 1층 Not alone,5.0,15.0,010-8981-7074,https://place.map.kakao.com/1822626017,Y,Y,N,Y,Y,Y,Y,Y,Y,"{""월요일"": {""시작시간"": ""12:00"", ""종료시간"": ""20:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""12:00"", ""종료시간"": ""20:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""12:00"", ""종료시간"": ""20:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""12:00"", ""종료시간"": ""20:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""12:00"", ""종료시간"": ""20:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""12:00"", ""종료시간"": ""20:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""12:00"", ""종료시간"": ""20:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",
130,육식,"육류,고기",28,경기 수원시 장안구 율전로 92 뉴대명빌딩 1층 106호,4.0,9.0,,https://place.map.kakao.com/91485793,Y,Y,N,N,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""16:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": ""22:15""}, ""화요일"": {""시작시간"": ""16:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": ""22:15""}, ""수요일"": {""시작시간"": ""16:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": ""22:15""}, ""목요일"": {""시작시간"": ""16:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": ""22:15""}, ""금요일"": {""시작시간"": ""16:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": ""22:15""}, ""토요일"": {""시작시간"": ""16:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": ""22:15""}, ""일요일"": {""시작시간"": ""16:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": ""22:15""}}",
131,휘미관,한식,30,경기 수원시 장안구 서부로2105번길 29 1층,4.8,10.0,031-295-2023,https://place.map.kakao.com/1236230631,Y,N,N,Y,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""10:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""11:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""11:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",
132,지코바 율전점,치킨,7,경기 수원시 장안구 서부로2126번길 17 1층,3.9,12.0,031-296-9582,https://place.map.kakao.com/11295900,N,Y,N,Y,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""17:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": null, ""종료시간"": null, ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""17:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""17:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""17:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""17:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""17:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",
133,철길부산집 수원성균관대점,오뎅바,12,경기 수원시 장안구 율전로108번길 20 YJ빌딩 1층,0.0,0.0,,https://place.map.kakao.com/1743233217,Y,N,N,Y,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""17:00"", ""종료시간"": ""02:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""17:00"", ""종료시간"": ""02:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""17:00"", ""종료시간"": ""02:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""17:00"", ""종료시간"": ""02:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""17:00"", ""종료시간"": ""02:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""17:00"", ""종료시간"": ""02:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": null, ""종료시간"": null, ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",
134,만취,"호프,요리주점",13,경기 수원시 장안구 화산로233번길 38 2층,3.7,3.0,,https://place.map.kakao.com/764671951,Y,N,N,Y,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""17:00"", ""종료시간"": ""05:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""17:00"", ""종료시간"": ""05:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""17:00"", ""종료시간"": ""05:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""17:00"", ""종료시간"": ""05:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""17:00"", ""종료시간"": ""05:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""17:00"", ""종료시간"": ""05:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""17:00"", ""종료시간"": ""05:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",
135,바바플 성균관대점,"제과,베이커리",10,경기 수원시 장안구 서부로2126번길 30 101호,4.9,16.0,031-291-4917,https://place.map.kakao.com/438967509,Y,Y,N,N,N,Y,N,N,N,"{""월요일"": {""시작시간"": ""11:30"", ""종료시간"": ""21:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""11:30"", ""종료시간"": ""21:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""11:30"", ""종료시간"": ""21:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""11:30"", ""종료시간"": ""21:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""11:30"", ""종료시간"": ""21:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": null, ""종료시간"": null, ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""11:30"", ""종료시간"": ""21:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",
136,히닭발,닭요리,17,경기 수원시 장안구 율전로98번길 18-4 1층,4.5,13.0,031-227-8875,https://place.map.kakao.com/333432190,Y,Y,N,Y,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""17:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""17:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""17:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""17:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""17:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""17:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""17:00"", ""종료시간"": ""24:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",
138,맥도날드 수원성균관대점,패스트푸드,18,경기 수원시 장안구 서부로 2127 1~3층,3.0,41.0,031-890-6000,https://place.map.kakao.com/22757823,Y,Y,N,Y,Y,Y,Y,Y,Y,"{""월요일"": {""시작시간"": ""00:00"", ""종료시간"": ""24:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""00:00"", ""종료시간"": ""24:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""00:00"", ""종료시간"": ""24:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""00:00"", ""종료시간"": ""24:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""00:00"", ""종료시간"": ""24:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""00:00"", ""종료시간"": ""24:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""00:00"", ""종료시간"": ""24:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",
139,부산산꼼장어,장어,9,경기 수원시 장안구 덕영대로425번길 12 1층,4.1,11.0,031-8001-8221,https://place.map.kakao.com/1638654664,Y,Y,N,Y,Y,Y,Y,Y,Y,"{""월요일"": {""시작시간"": ""16:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""16:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""16:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""16:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""16:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""16:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""16:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",
140,아이엠바리스타,커피전문점,12,경기 수원시 장안구 서부로 2132 성신빌딩 2층,4.4,20.0,031-227-0866,https://place.map.kakao.com/19048239,Y,Y,N,Y,Y,Y,Y,Y,Y,"{""월요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": ""22:00""}, ""화요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": ""22:00""}, ""수요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": ""22:00""}, ""목요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": ""22:00""}, ""금요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": ""22:00""}, ""토요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": ""22:00""}, ""일요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": ""22:00""}}",
141,춘천닭갈비칡냉면,닭요리,42,경기 수원시 장안구 화산로233번길 64 1층,3.1,13.0,031-291-3338,https://place.map.kakao.com/1706269697,N,Y,N,N,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""10:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""화요일"": {""시작시간"": ""10:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""수요일"": {""시작시간"": ""10:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""목요일"": {""시작시간"": ""10:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""금요일"": {""시작시간"": ""10:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""토요일"": {""시작시간"": ""10:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""10:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",
142,밀주집,술집,33,경기 수원시 장안구 화산로233번길 38 지하1층,4.6,5.0,,https://place.map.kakao.com/1695257281,Y,N,N,N,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""17:00"", ""종료시간"": ""02:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""17:00"", ""종료시간"": ""04:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""17:00"", ""종료시간"": ""04:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""17:00"", ""종료시간"": ""04:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""17:00"", ""종료시간"": ""05:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""17:00"", ""종료시간"": ""05:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""17:00"", ""종료시간"": ""02:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",
143,파치 성대점,이탈리안,23,경기 수원시 장안구 서부로 2136 지하1층,5.0,6.0,031-893-0407,https://place.map.kakao.com/1649788863,N,Y,N,Y,Y,N,Y,Y,N,"{""월요일"": {""시작시간"": ""11:00"", ""종료시간"": ""21:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""11:00"", ""종료시간"": ""21:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""11:00"", ""종료시간"": ""21:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""11:00"", ""종료시간"": ""21:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""11:00"", ""종료시간"": ""21:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": null, ""종료시간"": null, ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""11:00"", ""종료시간"": ""21:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",
144,한남동그집 성균관대점,"호프,요리주점",16,경기 수원시 장안구 서부로2123번길 20 1층 104호,3.7,3.0,031-292-1145,https://place.map.kakao.com/1060897695,Y,N,N,Y,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""17:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""17:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""17:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""17:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""17:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""17:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""17:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",
145,황소마을,"곱창,막창",11,경기 수원시 장안구 율전로64번길 69,2.5,2.0,031-278-0212,https://place.map.kakao.com/18829773,Y,N,N,Y,Y,N,Y,Y,N,"{""월요일"": {""시작시간"": ""17:30"", ""종료시간"": ""24:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""17:30"", ""종료시간"": ""24:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""17:30"", ""종료시간"": ""24:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""17:30"", ""종료시간"": ""24:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""17:30"", ""종료시간"": ""24:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""17:00"", ""종료시간"": ""24:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""17:00"", ""종료시간"": ""24:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",
146,태화루,중국요리,12,경기 수원시 장안구 서부로2181번길 46 1층,3.4,17.0,031-271-6006,https://place.map.kakao.com/17225323,Y,Y,N,Y,Y,Y,Y,Y,Y,"{""월요일"": {""시작시간"": null, ""종료시간"": null, ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""10:00"", ""종료시간"": ""20:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""10:00"", ""종료시간"": ""20:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""10:00"", ""종료시간"": ""20:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""10:00"", ""종료시간"": ""20:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""10:00"", ""종료시간"": ""20:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""10:00"", ""종료시간"": ""20:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",
148,행컵 성균관대점,패스트푸드,1,경기 수원시 장안구 서부로2126번길 30 1층,3.0,13.0,031-291-2150,https://place.map.kakao.com/1750497551,N,Y,N,Y,Y,Y,N,Y,N,"{""월요일"": {""시작시간"": ""10:00"", ""종료시간"": ""20:40"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""10:00"", ""종료시간"": ""20:40"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""10:00"", ""종료시간"": ""20:40"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""10:00"", ""종료시간"": ""20:40"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""10:00"", ""종료시간"": ""20:40"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""11:00"", ""종료시간"": ""20:40"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""11:00"", ""종료시간"": ""20:40"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",
149,우특심한우곱창 장안구율전점,"곱창,막창",35,경기 수원시 장안구 율전로 90-10 1층,3.2,12.0,031-292-9901,https://place.map.kakao.com/23480275,Y,N,N,N,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""17:30"", ""종료시간"": ""22:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""17:30"", ""종료시간"": ""22:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""17:30"", ""종료시간"": ""22:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""17:30"", ""종료시간"": ""22:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""17:30"", ""종료시간"": ""22:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""17:30"", ""종료시간"": ""22:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": null, ""종료시간"": null, ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",
150,무쏘 성대점,"육류,고기",10,경기 수원시 장안구 서부로 2187 율전빌딩 1층,2.2,13.0,031-271-8292,https://place.map.kakao.com/1531960250,N,N,N,N,N,Y,N,N,N,"{""월요일"": {""시작시간"": ""12:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""12:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""12:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""12:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""12:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""12:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""12:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",
151,자연김밥,분식,8,경기 수원시 장안구 서부로 2113 1층,4.5,11.0,031-291-9990,https://place.map.kakao.com/26317358,Y,Y,N,N,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": null, ""종료시간"": null, ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""06:00"", ""종료시간"": ""15:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""06:00"", ""종료시간"": ""15:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""06:00"", ""종료시간"": ""15:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""06:00"", ""종료시간"": ""15:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""06:00"", ""종료시간"": ""15:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""06:00"", ""종료시간"": ""15:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",
152,전설의치킨 성대점,치킨,7,경기 수원시 장안구 하률로12번길 4,4.4,12.0,031-271-8295,https://place.map.kakao.com/27359340,N,N,N,N,N,N,N,N,N,"{""월요일"": {""시작시간"": ""16:00"", ""종료시간"": ""24:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""16:00"", ""종료시간"": ""24:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""16:00"", ""종료시간"": ""24:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""16:00"", ""종료시간"": ""24:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""16:00"", ""종료시간"": ""24:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""16:00"", ""종료시간"": ""24:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": null, ""종료시간"": null, ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",
